te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:49,0.0,127.204.60.89,42.219.159.80,123,123,UDP,.A....,0,0,1,76,background,2,0,109,0
2016-04-11 00:01:49,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,184,1,76,background,76,0,109,0
2016-04-11 00:01:56,3.012,42.219.159.80,60.151.141.53,137,137,UDP,.A....,0,0,3,288,background,76,0,116,7
2016-04-11 00:01:58,0.0,127.204.60.89,42.219.159.80,123,330,UDP,.A....,0,0,1,76,background,288,0,118,2
2016-04-11 00:01:58,0.0,42.219.159.80,127.204.60.89,330,123,UDP,.A....,0,184,1,76,background,76,0,118,0
2016-04-11 00:02:04,0.0,42.219.159.80,42.145.31.42,89,123,UDP,.A....,0,192,1,76,background,76,0,124,6
2016-04-11 00:02:06,0.0,42.219.159.80,42.145.31.42,90,123,UDP,.A....,0,184,1,76,background,76,0,126,2
2016-04-11 00:02:08,0.0,42.219.159.80,42.145.31.42,91,123,UDP,.A....,0,184,1,76,background,76,0,128,2
2016-04-11 00:02:09,20.248,42.219.159.80,250.135.192.47,0,769,ICMP,.A....,0,192,3,405,background,76,0,129,1
2016-04-11 00:02:09,20.284,42.219.159.80,250.135.192.65,0,769,ICMP,.A....,0,192,3,405,background,405,0,129,0
2016-04-11 00:02:13,11.324000000000002,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,184,2,152,background,405,0,133,4
2016-04-11 00:02:14,0.0,127.204.60.89,42.219.159.80,123,91,UDP,.A....,0,0,1,76,background,152,0,134,1
2016-04-11 00:02:14,0.0,42.219.159.80,127.204.60.89,91,123,UDP,.A....,0,184,1,76,background,76,0,134,0
2016-04-11 00:02:20,0.0,42.219.159.80,42.145.31.42,91,123,UDP,.A....,0,192,1,76,background,76,0,140,6
2016-04-11 00:02:20,0.0,42.219.159.80,42.145.31.42,92,123,UDP,.A....,0,184,1,76,background,76,0,140,0
2016-04-11 00:02:21,12.092,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,192,2,152,background,76,0,141,1
2016-04-11 00:02:26,0.0,127.204.60.89,42.219.159.80,123,92,UDP,.A....,0,0,1,76,background,152,0,146,5
2016-04-11 00:02:26,0.0,42.219.159.80,127.204.60.89,92,123,UDP,.A....,0,192,1,76,background,76,0,146,0
2016-04-11 00:02:32,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,184,1,76,background,76,0,152,6
2016-04-11 00:02:32,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,184,1,76,background,76,0,152,0
2016-04-11 00:02:35,0.0,42.219.159.80,42.145.42.169,92,123,UDP,.A....,0,192,1,76,background,76,0,155,3
2016-04-11 00:02:36,0.0,127.204.60.89,42.219.159.80,123,93,UDP,.A....,0,0,1,76,background,76,0,156,1
2016-04-11 00:02:36,0.0,42.219.159.80,127.204.60.89,93,123,UDP,.A....,0,184,1,76,background,76,0,156,0
2016-04-11 00:02:49,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,184,1,76,background,76,0,169,13
2016-04-11 00:02:49,39.94,127.204.60.89,42.219.159.80,123,123,UDP,.A....,0,0,4,304,background,76,0,169,0
2016-04-11 00:02:51,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,184,1,76,background,304,0,171,2
2016-04-11 00:02:53,0.0,127.204.60.89,42.219.159.80,123,330,UDP,.A....,0,0,1,76,background,76,0,173,2
2016-04-11 00:02:53,0.0,42.219.159.80,127.204.60.89,330,123,UDP,.A....,0,184,1,76,background,76,0,173,0
2016-04-11 00:03:09,0.0,42.219.159.80,42.145.31.42,93,123,UDP,.A....,0,184,1,76,background,76,0,189,16
2016-04-11 00:03:09,0.0,42.219.159.80,42.145.31.42,94,123,UDP,.A....,0,192,1,76,background,76,0,189,0
2016-04-11 00:03:09,20.088,42.219.159.80,250.135.192.65,0,769,ICMP,.A....,0,192,3,405,background,76,0,189,0
2016-04-11 00:03:09,20.248,42.219.159.80,250.135.192.47,0,769,ICMP,.A....,0,192,3,405,background,405,0,189,0
2016-04-11 00:03:12,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,192,1,76,background,405,0,192,3
2016-04-11 00:03:13,0.0,42.219.159.80,42.145.31.42,95,123,UDP,.A....,0,184,1,76,background,76,0,193,1
2016-04-11 00:03:17,10.328,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,184,2,152,background,76,0,197,4
2016-04-11 00:03:26,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,192,1,76,background,152,0,206,9
2016-04-11 00:03:26,0.0,42.219.159.80,42.145.31.42,95,123,UDP,.A....,0,192,1,76,background,76,0,206,0
2016-04-11 00:03:26,14.088,127.204.60.89,42.219.159.80,123,123,UDP,.A....,0,0,2,152,background,76,0,206,0
2016-04-11 00:03:31,0.0,127.204.60.89,42.219.159.80,123,95,UDP,.A....,0,0,1,76,background,152,0,211,5
2016-04-11 00:03:31,0.0,42.219.159.80,127.204.60.89,95,123,UDP,.A....,0,192,1,76,background,76,0,211,0
2016-04-11 00:03:41,0.0,42.219.159.80,42.145.42.169,95,123,UDP,.A....,0,192,1,76,background,76,0,221,10
2016-04-11 00:03:43,0.0,32.100.20.28,42.219.159.80,41478,53,TCP,....S.,0,40,1,40,background,76,0,223,2
2016-04-11 00:03:46,0.0,127.204.60.89,42.219.159.80,123,330,UDP,.A....,0,0,1,76,background,40,0,226,3
2016-04-11 00:03:46,0.0,42.219.159.80,127.204.60.89,330,123,UDP,.A....,0,184,1,76,background,76,0,226,0
2016-04-11 00:03:56,3.004,42.219.159.80,60.151.141.53,137,137,UDP,.A....,0,0,3,288,background,76,0,236,10
2016-04-11 00:04:09,20.248,42.219.159.80,250.135.192.47,0,769,ICMP,.A....,0,192,3,405,background,288,0,249,13
2016-04-11 00:04:15,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,192,1,76,background,405,0,255,6
2016-04-11 00:04:16,0.0,42.219.159.80,42.145.31.42,95,123,UDP,.A....,0,184,1,76,background,76,0,256,1
2016-04-11 00:04:17,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,192,1,76,background,76,0,257,1
2016-04-11 00:04:20,0.0,42.219.159.80,127.204.60.89,95,123,UDP,.A....,0,184,1,76,background,76,0,260,3
2016-04-11 00:04:30,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,192,1,76,background,76,0,270,10
2016-04-11 00:04:31,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,192,1,76,background,76,0,271,1
2016-04-11 00:04:31,14.092,127.204.60.89,42.219.159.80,123,123,UDP,.A....,0,0,2,152,background,76,0,271,0
2016-04-11 00:04:35,0.0,42.219.159.80,127.204.60.89,95,123,UDP,.A....,0,192,1,76,background,152,0,275,4
2016-04-11 00:04:35,15.095999999999998,127.204.60.89,42.219.159.80,123,95,UDP,.A....,0,0,2,152,background,76,0,275,0
2016-04-11 00:04:40,0.0,127.204.60.89,42.219.159.80,123,330,UDP,.A....,0,0,1,76,background,152,0,280,5
2016-04-11 00:04:40,0.0,42.219.159.80,127.204.60.89,330,123,UDP,.A....,0,184,1,76,background,76,0,280,0
2016-04-11 00:04:40,50.312,42.219.159.80,250.135.192.65,0,769,ICMP,.A....,0,192,6,810,background,76,0,280,0
2016-04-11 00:04:46,0.0,42.219.159.80,42.145.42.169,123,123,UDP,.A....,0,192,1,76,background,810,0,286,6
2016-04-11 00:04:50,0.0,242.101.133.245,42.219.159.80,58610,3127,TCP,....S.,0,0,1,40,background,76,0,290,4
2016-04-11 00:05:08,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,184,1,76,background,40,0,308,18
2016-04-11 00:05:09,20.26,42.219.159.80,250.135.192.47,0,769,ICMP,.A....,0,192,3,405,background,76,0,309,1
2016-04-11 00:05:13,0.0,42.219.159.80,42.145.31.42,95,123,UDP,.A....,0,184,1,76,background,405,0,313,4
2016-04-11 00:05:19,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,192,1,76,background,76,0,319,6
2016-04-11 00:05:23,0.0,42.219.159.80,42.145.31.42,96,123,UDP,.A....,0,184,1,76,background,76,0,323,4
2016-04-11 00:05:32,0.0,127.204.60.89,42.219.159.80,123,330,UDP,.A....,0,0,1,76,background,76,0,332,9
2016-04-11 00:05:32,0.0,42.219.159.80,127.204.60.89,330,123,UDP,.A....,0,184,1,76,background,76,0,332,0
2016-04-11 00:05:34,12.088,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,192,2,152,background,76,0,334,2
2016-04-11 00:05:35,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,192,1,76,background,152,0,335,1
2016-04-11 00:05:38,0.0,42.219.159.80,42.145.31.42,96,123,UDP,.A....,0,184,1,76,background,76,0,338,3
2016-04-11 00:05:39,20.04,42.219.159.80,250.135.192.65,0,769,ICMP,.A....,0,192,3,405,background,76,0,339,1
2016-04-11 00:05:40,0.0,127.204.60.89,42.219.159.80,123,96,UDP,.A....,0,0,1,76,background,405,0,340,1
2016-04-11 00:05:40,0.0,42.219.159.80,127.204.60.89,96,123,UDP,.A....,0,192,1,76,background,76,0,340,0
2016-04-11 00:05:46,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,184,1,76,background,76,0,346,6
2016-04-11 00:05:46,23.944000000000006,127.204.60.89,42.219.159.80,123,123,UDP,.A....,0,0,3,228,background,76,0,346,0
2016-04-11 00:05:49,0.0,42.219.159.80,42.145.42.169,96,123,UDP,.A....,0,192,1,76,background,228,0,349,3
2016-04-11 00:05:56,3.0,42.219.159.80,60.151.141.53,137,137,UDP,.A....,0,0,3,288,background,76,0,356,7
2016-04-11 00:06:01,0.0,42.219.159.80,42.145.31.42,330,123,UDP,.A....,0,184,1,76,background,288,0,361,5
2016-04-11 00:06:03,0.0,127.204.60.89,42.219.159.80,123,123,UDP,.A....,0,0,1,76,background,76,0,363,2
2016-04-11 00:06:03,0.0,42.219.159.80,127.204.60.89,123,123,UDP,.A....,0,184,1,76,background,76,0,363,0
2016-04-11 00:06:09,20.252,42.219.159.80,250.135.192.47,0,769,ICMP,.A....,0,192,3,405,background,76,0,369,6
2016-04-11 00:06:13,0.0,42.219.159.80,42.145.31.42,123,123,UDP,.A....,0,184,1,76,background,405,0,373,4
2016-04-11 00:06:16,0.0,42.219.159.80,42.145.31.42,96,123,UDP,.A....,0,184,1,76,background,76,0,376,3
2016-04-11 00:06:17,0.0,176.116.195.149,42.219.159.80,5185,5074,UDP,.A....,0,40,1,440,background,76,0,377,1
