te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:02:03,0.0,42.219.159.188,23.227.153.224,44755,5678,UDP,.A....,0,0,1,161,background,2,0,123,0
2016-04-11 00:02:35,2.572,42.219.159.188,168.40.238.59,500,500,UDP,.A....,0,0,2,240,background,161,0,155,32
2016-04-11 00:02:35,2.576,168.40.238.59,42.219.159.188,500,500,UDP,.A....,0,0,2,240,background,240,0,155,0
2016-04-11 00:03:03,0.0,42.219.159.188,23.227.153.224,44755,5678,UDP,.A....,0,0,1,161,background,240,0,183,28
2016-04-11 00:03:35,2.572,168.40.238.59,42.219.159.188,500,500,UDP,.A....,0,0,2,240,background,161,0,215,32
2016-04-11 00:03:35,2.572,42.219.159.188,168.40.238.59,500,500,UDP,.A....,0,0,2,240,background,240,0,215,0
2016-04-11 00:03:43,0.0,69.81.144.249,42.219.159.188,51052,19,UDP,.A....,0,40,1,28,background,240,0,223,8
2016-04-11 00:04:03,0.0,42.219.159.188,23.227.153.224,44755,5678,UDP,.A....,0,0,1,161,background,28,0,243,20
2016-04-11 00:04:35,2.584,168.40.238.59,42.219.159.188,500,500,UDP,.A....,0,0,2,240,background,161,0,275,32
2016-04-11 00:04:35,2.584,42.219.159.188,168.40.238.59,500,500,UDP,.A....,0,0,2,240,background,240,0,275,0
2016-04-11 00:04:38,307.936,42.219.159.188,168.40.238.59,15664,39081,ESP,.A....,0,0,6601,744456,background,240,0,278,3
2016-04-11 00:04:45,307.968,168.40.238.59,42.219.159.188,1454,7358,ESP,.A....,0,0,7122,2386288,background,744456,0,285,7
2016-04-11 00:05:03,0.0,42.219.159.188,23.227.153.224,44755,5678,UDP,.A....,0,0,1,161,background,2386288,0,303,18
2016-04-11 00:05:10,296.972,42.219.159.188,0.64.255.9,520,520,UDP,.A....,0,192,62,20584,background,161,0,310,7
2016-04-11 00:05:35,2.584,168.40.238.59,42.219.159.188,500,500,UDP,.A....,0,0,2,240,background,20584,0,335,25
2016-04-11 00:05:47,20.0,42.219.159.188,168.40.238.59,500,500,UDP,.A....,0,0,5,1272,background,240,0,347,12
2016-04-11 00:06:03,0.0,42.219.159.188,23.227.153.224,44755,5678,UDP,.A....,0,0,1,161,background,1272,0,363,16
2016-04-11 00:06:16,0.0,176.116.195.149,42.219.159.188,5185,5074,UDP,.A....,0,40,1,440,background,161,0,376,13
2016-04-11 00:06:34,299.636,42.219.159.188,0.64.255.9,520,520,UDP,.A....,0,192,62,20584,background,440,0,394,18
2016-04-11 00:06:35,2.58,42.219.159.188,168.40.238.59,500,500,UDP,.A....,0,0,2,240,background,20584,0,395,1
2016-04-11 00:06:35,2.584,168.40.238.59,42.219.159.188,500,500,UDP,.A....,0,0,2,240,background,240,0,395,0
2016-04-11 00:07:03,0.0,42.219.159.188,23.227.153.224,44755,5678,UDP,.A....,0,0,1,161,background,240,0,423,28
2016-04-11 00:07:35,2.58,168.40.238.59,42.219.159.188,500,500,UDP,.A....,0,0,2,240,background,161,0,455,32
2016-04-11 00:07:35,2.584,42.219.159.188,168.40.238.59,500,500,UDP,.A....,0,0,2,240,background,240,0,455,0
2016-04-11 00:08:03,0.0,42.219.159.188,23.227.153.224,44755,5678,UDP,.A....,0,0,1,161,background,240,0,483,28
2016-04-11 00:08:28,187.352,42.219.159.188,0.64.255.9,520,520,UDP,.A....,0,192,38,12616,background,161,0,508,25
2016-04-11 00:08:35,2.592,168.40.238.59,42.219.159.188,500,500,UDP,.A....,0,0,2,240,background,12616,0,515,7
