te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:53,15.0,196.176.228.2,42.219.158.240,39280,80,TCP,....S.,0,0,5,300,background,2,0,113,0
2016-04-11 00:02:23,15.0,196.176.228.2,42.219.158.240,42355,80,TCP,....S.,0,0,5,300,background,300,0,143,30
2016-04-11 00:02:24,14.784,42.219.158.240,194.233.64.113,80,61661,TCP,.AP.SF,0,0,10,9428,background,300,0,144,1
2016-04-11 00:02:25,14.908,194.233.64.113,42.219.158.240,61661,80,TCP,.AP.SF,0,0,12,976,background,9428,0,145,1
2016-04-11 00:02:53,15.0,196.176.228.2,42.219.158.240,45347,80,TCP,....S.,0,0,5,300,background,976,0,173,28
2016-04-11 00:02:58,0.348,42.219.158.240,194.233.64.113,80,42375,TCP,.AP.S.,0,0,9,9426,background,300,0,178,5
2016-04-11 00:02:59,0.472,194.233.64.113,42.219.158.240,42375,80,TCP,.AP.S.,0,0,10,892,background,9426,0,179,1
2016-04-11 00:03:13,0.068,42.219.158.240,194.233.64.113,80,42375,TCP,.A...F,0,0,2,104,background,892,0,193,14
2016-04-11 00:03:13,0.076,194.233.64.113,42.219.158.240,42375,80,TCP,.A...F,0,0,2,104,background,104,0,193,0
2016-04-11 00:03:24,15.0,196.176.228.2,42.219.158.240,48509,80,TCP,....S.,0,0,5,300,background,104,0,204,11
2016-04-11 00:03:50,1.008,42.219.158.240,64.244.214.13,80,22938,TCP,.AP.SF,0,0,13,14388,background,300,0,230,26
2016-04-11 00:03:50,10.1,42.219.158.240,211.34.152.130,80,56543,TCP,.A..SF,0,0,4,232,background,14388,0,230,0
2016-04-11 00:03:50,10.192,211.34.152.130,42.219.158.240,56543,80,TCP,.A..SF,0,0,6,320,background,232,0,230,0
2016-04-11 00:03:50,1.084,64.244.214.13,42.219.158.240,22938,80,TCP,.APRSF,0,72,7,662,background,320,0,230,0
2016-04-11 00:03:55,14.996,196.176.228.2,42.219.158.240,51638,80,TCP,....S.,0,0,5,300,background,662,0,235,5
2016-04-11 00:04:00,15.068,42.219.158.240,210.94.234.246,80,55118,TCP,.AP.SF,0,0,8,6997,background,300,0,240,5
2016-04-11 00:04:00,15.14,210.94.234.246,42.219.158.240,55118,80,TCP,.AP.S.,0,0,9,809,background,6997,0,240,0
2016-04-11 00:04:00,20.164,211.34.152.130,42.219.158.240,56542,80,TCP,.AP.SF,0,0,10,1047,background,809,0,240,0
2016-04-11 00:04:00,20.164,42.219.158.240,211.34.152.130,80,56542,TCP,.AP.SF,0,0,9,6366,background,1047,0,240,0
2016-04-11 00:04:01,14.64,42.219.158.240,194.233.64.120,80,57073,TCP,.AP.SF,0,0,9,8762,background,6366,0,241,1
2016-04-11 00:04:01,14.768,194.233.64.120,42.219.158.240,57073,80,TCP,.AP.SF,0,0,11,903,background,8762,0,241,0
2016-04-11 00:04:03,0.0,235.206.186.13,42.219.158.240,0,0,TCP,....S.,0,0,1,60,background,903,0,243,2
2016-04-11 00:04:04,15.692,194.233.64.113,42.219.158.240,45268,80,TCP,.AP.SF,0,0,13,1146,background,60,0,244,1
2016-04-11 00:04:04,15.696,42.219.158.240,194.233.64.113,80,45268,TCP,.AP.SF,0,0,13,12211,background,1146,0,244,0
2016-04-11 00:04:06,16.988,42.219.158.240,64.244.214.13,80,22939,TCP,.A..SF,0,0,4,196,background,12211,0,246,2
2016-04-11 00:04:06,17.236,64.244.214.13,42.219.158.240,22939,80,TCP,.A..SF,0,72,6,276,background,196,0,246,0
2016-04-11 00:04:26,15.0,196.176.228.2,42.219.158.240,54724,80,TCP,....S.,0,0,5,300,background,276,0,266,20
2016-04-11 00:04:39,15.136,210.94.234.246,42.219.158.240,55118,80,TCP,.A...F,0,0,7,364,background,300,0,279,13
