te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:01:44,1.372,42.219.158.243,54.143.54.185,80,8502,TCP,.AP.SF,0,0,8,6935,background,2,0,104,0
2016-04-11 00:01:49,15.0,196.176.231.205,42.219.158.243,50303,80,TCP,....S.,0,0,5,300,background,6935,0,109,5
2016-04-11 00:02:19,15.0,196.176.231.205,42.219.158.243,53518,80,TCP,....S.,0,0,5,300,background,300,0,139,30
2016-04-11 00:02:50,14.996,196.176.231.205,42.219.158.243,56841,80,TCP,....S.,0,0,5,300,background,300,0,170,31
2016-04-11 00:05:18,0.14800000000000002,42.219.158.243,69.30.89.92,80,36150,TCP,.AP.SF,0,0,9,8243,background,300,0,318,148
2016-04-11 00:05:18,0.17600000000000002,69.30.89.92,42.219.158.243,36150,80,TCP,.AP.SF,0,40,11,759,background,8243,0,318,0
2016-04-11 00:05:20,14.808,42.219.158.243,194.233.74.64,80,57891,TCP,.AP.SF,0,0,4,829,background,759,0,320,2
2016-04-11 00:05:20,14.864,194.233.74.64,42.219.158.243,57891,80,TCP,.AP.SF,0,0,6,556,background,829,0,320,0
2016-04-11 00:05:20,15.024,42.219.158.243,194.233.74.62,80,41507,TCP,.AP.SF,0,0,8,6159,background,556,0,320,0
2016-04-11 00:05:20,15.08,194.233.74.62,42.219.158.243,41507,80,TCP,.AP.SF,0,0,10,883,background,6159,0,320,0
2016-04-11 00:06:18,0.0,176.116.195.149,42.219.158.243,5185,5074,UDP,.A....,0,40,1,441,background,883,0,378,58
2016-04-11 00:07:09,0.0,106.150.228.65,42.219.158.243,11648,80,TCP,....S.,0,42,1,48,background,441,0,429,51
2016-04-11 00:07:10,0.608,106.150.228.65,42.219.158.243,11648,80,TCP,.AP..F,0,40,6,575,background,48,0,430,1
2016-04-11 00:07:10,0.608,42.219.158.243,106.150.228.65,80,11648,TCP,.AP.SF,0,0,8,6068,background,575,0,430,0
2016-04-11 00:08:10,1.188,42.219.158.243,74.56.30.133,80,49528,TCP,.AP.SF,0,0,10,10155,background,6068,0,490,60
2016-04-11 00:08:10,1.372,74.56.30.133,42.219.158.243,49528,80,TCP,.APRSF,0,72,8,780,background,10155,0,490,0
2016-04-11 00:08:30,21.996,42.219.158.243,74.56.30.133,80,49527,TCP,.A..S.,0,0,4,208,background,780,0,510,20
2016-04-11 00:08:31,22.328000000000007,74.56.30.133,42.219.158.243,49527,80,TCP,.A..S.,0,72,5,248,background,208,0,511,1
2016-04-11 00:08:40,2.12,42.219.158.243,213.245.60.78,80,51430,TCP,.AP.S.,0,0,26,33700,background,248,0,520,9
2016-04-11 00:08:40,2.128,42.219.158.243,213.245.60.78,80,51429,TCP,.AP.S.,0,0,11,10448,background,33700,0,520,0
2016-04-11 00:08:40,2.156,42.219.158.243,213.245.60.78,80,51431,TCP,.AP.S.,0,0,28,31056,background,10448,0,520,0
2016-04-11 00:08:40,2.172,213.245.60.78,42.219.158.243,51430,80,TCP,.AP.S.,0,0,28,3503,background,31056,0,520,0
2016-04-11 00:08:40,2.172,42.219.158.243,213.245.60.78,80,51428,TCP,.AP.S.,0,0,27,30092,background,3503,0,520,0
2016-04-11 00:08:40,2.188,213.245.60.78,42.219.158.243,51429,80,TCP,.AP.S.,0,0,12,2224,background,30092,0,520,0
2016-04-11 00:08:40,2.212,213.245.60.78,42.219.158.243,51431,80,TCP,.AP.S.,0,0,30,4665,background,2224,0,520,0
2016-04-11 00:08:40,2.236,213.245.60.78,42.219.158.243,51428,80,TCP,.AP.S.,0,0,31,4684,background,4665,0,520,0
2016-04-11 00:08:40,2.312,42.219.158.243,213.245.60.78,80,51427,TCP,.AP.S.,0,0,45,58078,background,4684,0,520,0
2016-04-11 00:08:40,2.3680000000000003,213.245.60.78,42.219.158.243,51427,80,TCP,.AP.S.,0,0,32,3290,background,58078,0,520,0
2016-04-11 00:08:40,2.792,42.219.158.243,213.245.60.78,80,51426,TCP,.AP.S.,0,0,70,98022,background,3290,0,520,0
2016-04-11 00:08:40,2.844,213.245.60.78,42.219.158.243,51426,80,TCP,.AP.S.,0,0,47,4264,background,98022,0,520,0
2016-04-11 00:08:55,0.0,213.245.60.78,42.219.158.243,51428,80,TCP,.A....,0,0,2,80,background,4264,0,535,15
2016-04-11 00:08:55,0.0,42.219.158.243,213.245.60.78,80,51426,TCP,.A...F,0,0,1,40,background,80,0,535,0
