te,td,sa,da,sp,dp,pr,flg,fwd,stos,pkt,byt,lable,byt-1,teT,teS,teDelta
2016-04-11 00:03:24,1.096,42.219.159.107,100.186.64.31,80,59704,TCP,.AP.S.,0,0,5,3840,background,2,0,204,0
2016-04-11 00:03:24,1.148,100.186.64.31,42.219.159.107,59704,80,TCP,.AP.S.,0,0,5,984,background,3840,0,204,0
2016-04-11 00:03:24,1.268,42.219.159.107,100.186.64.31,80,59703,TCP,.AP.S.,0,0,6,2588,background,984,0,204,0
2016-04-11 00:03:24,1.32,100.186.64.31,42.219.159.107,59703,80,TCP,.AP.S.,0,0,6,1692,background,2588,0,204,0
2016-04-11 00:03:37,13.755999999999998,42.219.159.107,100.186.64.31,80,59705,TCP,.A..SF,0,0,3,172,background,1692,0,217,13
2016-04-11 00:03:37,13.884,100.186.64.31,42.219.159.107,59705,80,TCP,.A..S.,0,0,4,220,background,172,0,217,0
2016-04-11 00:03:38,13.736,42.219.159.107,100.186.64.31,80,59702,TCP,.A..SF,0,0,3,172,background,220,0,218,1
2016-04-11 00:03:38,14.912,100.186.64.31,42.219.159.107,59702,80,TCP,.A..S.,0,0,5,284,background,172,0,218,0
2016-04-11 00:03:39,0.0,100.186.64.31,42.219.159.107,59703,80,TCP,.A....,0,0,1,52,background,284,0,219,1
2016-04-11 00:03:39,0.0,100.186.64.31,42.219.159.107,59704,80,TCP,.A....,0,0,1,52,background,52,0,219,0
2016-04-11 00:03:39,0.0,42.219.159.107,100.186.64.31,80,59703,TCP,.A...F,0,0,1,52,background,52,0,219,0
2016-04-11 00:03:39,0.0,42.219.159.107,100.186.64.31,80,59704,TCP,.A...F,0,0,1,52,background,52,0,219,0
2016-04-11 00:04:06,0.0,100.186.64.31,42.219.159.107,59702,80,TCP,.A...F,0,0,1,52,background,52,0,246,27
2016-04-11 00:04:06,0.0,100.186.64.31,42.219.159.107,59703,80,TCP,.A...F,0,0,1,52,background,52,0,246,0
2016-04-11 00:04:06,0.0,100.186.64.31,42.219.159.107,59704,80,TCP,.A...F,0,0,1,52,background,52,0,246,0
